Institusi,Halaman Terdeface,Attacker,H,M,R,Lokasi,Kejadian,Arsip,OS
,"litbangkesbanjarnegara.litbang...
							",./meicookies,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-08,www.zone-h.org/mirror/id/34392801,
,"kearsipan.litbang.kemkes.go.id...
							",./meicookies,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-08,www.zone-h.org/mirror/id/34392800,
,"jejaring.litbang.kemkes.go.id/...
							",./meicookies,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-08,www.zone-h.org/mirror/id/34392799,
,"ina-registry.litbang.kemkes.go...
							",./meicookies,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-08,www.zone-h.org/mirror/id/34392798,
,"hukorpeg.litbang.kemkes.go.id/...
							",./meicookies,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-08,www.zone-h.org/mirror/id/34392797,
,"e-sakip.litbang.kemkes.go.id/m...
							",./meicookies,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-08,www.zone-h.org/mirror/id/34392791,
,"jurnalakrab.kemdikbud.go.id/pu...
							",Mr.Kro0oz.305,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-08,www.zone-h.org/mirror/id/34393756,
,"jurnalkainawa.baubaukota.go.id...
							",Mr.Kro0oz.305,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-08,www.zone-h.org/mirror/id/34393753,
,"simpeg.kalbarprov.go.id/fotosi...
							",Swan,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-08,www.zone-h.org/mirror/id/34396931,
,"ejournal.kemenparekraf.go.id/p...
							",Xyp3r2667,,,,b'<td></td>',2020-12-07,www.zone-h.org/mirror/id/34393495,
,"jurnalsda.pusair-pu.go.id/publ...
							",Xyp3r2667,,,,"b'<td><img alt=""United States"" src=""/images/cflags/png/us.png"" title=""United States""/></td>'",2020-12-07,www.zone-h.org/mirror/id/34393457,
,"e-jurnal.kopertis7.go.id/publi...
							",Xyp3r2667,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-07,www.zone-h.org/mirror/id/34392504,
,"sindikker.kemdikbud.go.id
							",ONE HAT CYBER TEAM,H,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-07,www.zone-h.org/mirror/id/34395430,
,"e-absensi.bulukumbakab.go.id
							",ONE HAT CYBER TEAM,H,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-07,www.zone-h.org/mirror/id/34395429,
,"ssp.hubud.dephub.go.id
							",ONE HAT CYBER TEAM,H,,,"b'<td><img alt=""United States"" src=""/images/cflags/png/us.png"" title=""United States""/></td>'",2020-12-07,www.zone-h.org/mirror/id/34395428,
,"pesawarankab.go.id/readme.html
							",./Fell Ganns,,,R,"b'<td><img alt=""Singapore"" src=""/images/cflags/png/sg.png"" title=""Singapore""/></td>'",2020-12-06,www.zone-h.org/mirror/id/34394705,
,"pa-surabaya.go.id/readme.html
							",./Fell Ganns,,,R,"b'<td><img alt=""Canada"" src=""/images/cflags/png/ca.png"" title=""Canada""/></td>'",2020-12-06,www.zone-h.org/mirror/id/34394703,
,"disperindag.jatengprov.go.id/y...
							",Umam1337,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-06,www.zone-h.org/mirror/id/34394470,
,"bawaslu.kapuashulukab.go.id/ne...
							",roet404,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-06,www.zone-h.org/mirror/id/34394334,
,"magang.banjarbarukota.go.id/se...
							",CLAN_X12,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-04,www.zone-h.org/mirror/id/34393312,
,"pn-bengkayang.go.id/version.txt
							",Dx_Cyber,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-04,www.zone-h.org/mirror/id/34393036,
,"pn-gunungsitoli.go.id/version.txt
							",Dx_Cyber,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-04,www.zone-h.org/mirror/id/34393032,
,"eplanning.posokab.go.id/cry.html
							",Pir4t3cyb3r,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-04,www.zone-h.org/mirror/id/34346590,
,"jurnal-ultras.brebeskab.go.id/...
							",Xyp3r2667,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-03,www.zone-h.org/mirror/id/34389223,
,"jurnalth.pusair-pu.go.id/publi...
							",Xyp3r2667,,,,"b'<td><img alt=""United States"" src=""/images/cflags/png/us.png"" title=""United States""/></td>'",2020-12-03,www.zone-h.org/mirror/id/34389201,
,"jurnal.bkn.go.id/public/site/i...
							",Xyp3r2667,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-03,www.zone-h.org/mirror/id/34388842,
,"ejurnal.balitbangda.kukarkab.g...
							",Xyp3r2667,,,,"b'<td><img alt=""Singapore"" src=""/images/cflags/png/sg.png"" title=""Singapore""/></td>'",2020-12-03,www.zone-h.org/mirror/id/34388841,
,"itrev.kemenkeu.go.id/public/si...
							",Xyp3r2667,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-03,www.zone-h.org/mirror/id/34388839,
,"jrp.kaltimprov.go.id/public/si...
							",Xyp3r2667,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-03,www.zone-h.org/mirror/id/34388832,
,"jurnal-litbang.kalbarprov.go.i...
							",Xyp3r2667,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-03,www.zone-h.org/mirror/id/34388814,
,"jwk.bandung.lan.go.id/ojs/publ...
							",Xyp3r2667,,,,"b'<td><img alt=""United States"" src=""/images/cflags/png/us.png"" title=""United States""/></td>'",2020-12-03,www.zone-h.org/mirror/id/34388811,
,"ejournal.sumselprov.go.id/publ...
							",Xyp3r2667,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-03,www.zone-h.org/mirror/id/34388809,
,"jurnal.balitbang.sumutprov.go....
							",Xyp3r2667,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-03,www.zone-h.org/mirror/id/34388789,
,"ojs.samarindakota.go.id/public...
							",Xyp3r2667,,,R,"b'<td><img alt=""Singapore"" src=""/images/cflags/png/sg.png"" title=""Singapore""/></td>'",2020-12-03,www.zone-h.org/mirror/id/34388746,
,"pn-kebumen.go.id/index.txt
							",xfc0re,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-03,www.zone-h.org/mirror/id/34391290,
,"sipp.pn-bireuen.go.id/tx.txt
							",Alf404,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-03,www.zone-h.org/mirror/id/34390459,
,"iklim.kalbar.bmkg.go.id
							",1K4lL_*,H,,R,b'<td></td>',2020-12-01,www.zone-h.org/mirror/id/34387968,
,"pta-jakarta.go.id
							",Bandung6etar,H,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-01,www.zone-h.org/mirror/id/34387622,
,"balai4.makassar.bmkg.go.id/San...
							",1K4lL_*,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-12-01,www.zone-h.org/mirror/id/34387006,
,"bkpsdm.oganilirkab.go.id/o.txt
							",Mr.ToKeiChun69,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-30,www.zone-h.org/mirror/id/34383406,
,"capil.polmankab.go.id/o.htm
							",chinafans,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-30,www.zone-h.org/mirror/id/34386303,
,"sipp.pa-jember.go.id/qxf.txt
							",Anonymous09,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-25,www.zone-h.org/mirror/id/34381245,
,"eskum.pa-jember.go.id/qxf.txt
							",Anonymous09,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-25,www.zone-h.org/mirror/id/34381243,
,"new.pa-jember.go.id/qxf.txt
							",Anonymous09,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-25,www.zone-h.org/mirror/id/34381241,
,"ppid.magelangkab.go.id/yolo.html
							",Umam1337,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-25,www.zone-h.org/mirror/id/34381190,
,"bpsaa.dissos.jabarprov.go.id/o...
							",$GRoo7,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-25,www.zone-h.org/mirror/id/34380919,
,"ditjenpp.kemenkumham.go.id
							",$GRoo7,H,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-25,www.zone-h.org/mirror/id/34380870,
,"kependudukancapil.jakarta.go.i...
							",SABUNMANDI CYBER TEAM,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-25,www.zone-h.org/mirror/id/34380759,
,"sipp.pa-wonosobo.go.id/lang.txt
							",Tn.CL4Y,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-25,www.zone-h.org/mirror/id/34380732,
,"eskum.pn-bireuen.go.id/lang.txt
							",Tn.CL4Y,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-25,www.zone-h.org/mirror/id/34380725,
,"slide.pn-bireuen.go.id/lang.txt
							",Tn.CL4Y,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-25,www.zone-h.org/mirror/id/34380729,
,"www.pn-bireuen.go.id/lang.txt
							",Tn.CL4Y,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-25,www.zone-h.org/mirror/id/34380723,
,"surat.pn-bireuen.go.id/lang.txt
							",Tn.CL4Y,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-25,www.zone-h.org/mirror/id/34380726,
,"sulap-lpse.kemdikbud.go.id/own...
							",Akbar dravinky,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-24,www.zone-h.org/mirror/id/34367163,
,"inspektorat.lkpp.go.id/bel.html
							",Tn Bekicot,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-24,www.zone-h.org/mirror/id/34334139,
,"salakkec.pakpakbharatkab.go.id...
							",Bandung6etar,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-24,www.zone-h.org/mirror/id/34378712,
,"rsud.pakpakbharatkab.go.id/ban...
							",Bandung6etar,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-24,www.zone-h.org/mirror/id/34378710,
,"bappeda.pakpakbharatkab.go.id/...
							",Bandung6etar,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-24,www.zone-h.org/mirror/id/34378617,
,"bkd.pakpakbharatkab.go.id/ban.php
							",Bandung6etar,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-24,www.zone-h.org/mirror/id/34378616,
,"pakpakbharatkab.go.id/ban.php
							",Bandung6etar,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-24,www.zone-h.org/mirror/id/34378624,
,"bpbd.pakpakbharatkab.go.id/ban...
							",Bandung6etar,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-24,www.zone-h.org/mirror/id/34378618,
,"dlh.jombangkab.go.id/Hengker.php
							",./Anon666Txploit,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-23,www.zone-h.org/mirror/id/34377651,
,"majalengkakab.go.id
							",lyxa,H,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-23,www.zone-h.org/mirror/id/34377567,
,"bnpp.go.id/mbt.html
							",./Fell Ganns,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-21,www.zone-h.org/mirror/id/34375286,
,"bapenda.bekasikota.go.id/read.txt
							",Mr.L3RB1,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-19,www.zone-h.org/mirror/id/34372361,
,"www.jdih.pn-buntok.go.id/read.txt
							",Mr.L3RB1,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-19,www.zone-h.org/mirror/id/34372354,
,"pa-gianyar.go.id/stress.php
							",/Rayzky_,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-19,www.zone-h.org/mirror/id/34371111,
,"arsipperkara.pn-buntok.go.id/l...
							",Tn.CL4Y,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-19,www.zone-h.org/mirror/id/34370904,
,"arsip.pn-buntok.go.id/lang.txt
							",Tn.CL4Y,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-19,www.zone-h.org/mirror/id/34370900,
,"sipp.pn-buntok.go.id/lang.txt
							",Tn.CL4Y,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-19,www.zone-h.org/mirror/id/34370901,
,"simulasi.pn-buntok.go.id/lang.txt
							",Tn.CL4Y,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-19,www.zone-h.org/mirror/id/34370903,
,"cts2.pn-buntok.go.id/lang.txt
							",Tn.CL4Y,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-19,www.zone-h.org/mirror/id/34370905,
,"eskum.pn-buntok.go.id/lang.txt
							",Tn.CL4Y,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-19,www.zone-h.org/mirror/id/34370902,
,"delegasi.pn-buntok.go.id/lang.txt
							",Tn.CL4Y,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-19,www.zone-h.org/mirror/id/34370899,
,"wajokab.go.id/ownz.htm
							",Akbar dravinky,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-17,www.zone-h.org/mirror/id/34367834,
,"ejournal.politik.lipi.go.id/pu...
							",Mr.Rm19,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-16,www.zone-h.org/mirror/id/34342241,
,"ipsk.lipi.go.id/images/lagisak...
							",Mr.Rm19,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-16,www.zone-h.org/mirror/id/34342240,
,"www.sippweb.pn-semarapura.go.i...
							",xNot_RespondinGx,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-16,www.zone-h.org/mirror/id/34366091,
,"bbpk.go.id/readme.htm
							",Dijehaji,,,R,"b'<td><img alt=""United States"" src=""/images/cflags/png/us.png"" title=""United States""/></td>'",2020-11-14,www.zone-h.org/mirror/id/34363615,
,"sireva.lan.go.id
							",Melepasmu,H,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-14,www.zone-h.org/mirror/id/34363383,
,"badegan.ponorogo.go.id
							",Clan_X12,H,,R,"b'<td><img alt=""United States"" src=""/images/cflags/png/us.png"" title=""United States""/></td>'",2020-11-13,www.zone-h.org/mirror/id/34362380,
,"dlh.wajokab.go.id/f.html
							",K4TSUY4-GH05T,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-11,www.zone-h.org/mirror/id/34342530,
,"kejari-wajo.go.id/f.html
							",K4TSUY4-GH05T,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-11,www.zone-h.org/mirror/id/34342529,
,"ppid.klaten.bawaslu.go.id/f.html
							",K4TSUY4-GH05T,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-11,www.zone-h.org/mirror/id/34341909,
,"bkd.kedirikota.go.id/index.php
							",Watchers ID Revan,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-11,www.zone-h.org/mirror/id/34359278,
,"kpu-barselkab.go.id/hii.htm
							",Mr.d30,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-10,www.zone-h.org/mirror/id/34359221,
,"sipp.pa-magelang.go.id/ler.txt
							",./Hades,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-10,www.zone-h.org/mirror/id/34305369,
,"tilang.pn-tabanan.go.id/lang.txt
							",Tn.CL4Y,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-10,www.zone-h.org/mirror/id/34355188,
,"sipp.pn-tabanan.go.id/lang.txt
							",Tn.CL4Y,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-10,www.zone-h.org/mirror/id/34355187,
,"perpustakaan.pn-wonogiri.go.id...
							",Tn.CL4Y,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-09,www.zone-h.org/mirror/id/34345165,
,"tes.pt-jambi.go.id/lang.txt
							",Tn.CL4Y,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-09,www.zone-h.org/mirror/id/34342006,
,"bungo.pt-jambi.go.id/lang.txt
							",Tn.CL4Y,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-09,www.zone-h.org/mirror/id/34342005,
,"baru.pt-jambi.go.id/lang.txt
							",Tn.CL4Y,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-09,www.zone-h.org/mirror/id/34342004,
,"311.pt-jambi.go.id/lang.txt
							",Tn.CL4Y,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-09,www.zone-h.org/mirror/id/34342003,
,"www.pn-wonogiri.go.id/lang.txt
							",Tn.CL4Y,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-07,www.zone-h.org/mirror/id/34345164,
,"desabuduk.badungkab.go.id
							",Mr4NGG3R,H,M,R,"b'<td><img alt=""Singapore"" src=""/images/cflags/png/sg.png"" title=""Singapore""/></td>'",2020-11-06,www.zone-h.org/mirror/id/34344306,
,"desadarmasaba.badungkab.go.id
							",Mr4NGG3R,H,M,R,"b'<td><img alt=""Singapore"" src=""/images/cflags/png/sg.png"" title=""Singapore""/></td>'",2020-11-06,www.zone-h.org/mirror/id/34344308,
,"desacarangsari.badungkab.go.id
							",Mr4NGG3R,H,M,R,"b'<td><img alt=""Singapore"" src=""/images/cflags/png/sg.png"" title=""Singapore""/></td>'",2020-11-06,www.zone-h.org/mirror/id/34344307,
,"desabongkasapertiwi.badungkab....
							",Mr4NGG3R,H,M,R,"b'<td><img alt=""Singapore"" src=""/images/cflags/png/sg.png"" title=""Singapore""/></td>'",2020-11-06,www.zone-h.org/mirror/id/34344305,
,"desaabiansemal.badungkab.go.id
							",Mr4NGG3R,H,M,R,"b'<td><img alt=""Singapore"" src=""/images/cflags/png/sg.png"" title=""Singapore""/></td>'",2020-11-06,www.zone-h.org/mirror/id/34344304,
,"desadauhyehcani.badungkab.go.id
							",Mr4NGG3R,H,,R,"b'<td><img alt=""Singapore"" src=""/images/cflags/png/sg.png"" title=""Singapore""/></td>'",2020-11-06,www.zone-h.org/mirror/id/34344309,
,"tanyajaksa.kejati-gorontalo.go...
							",Mr.Z,,M,R,"b'<td><img alt=""Singapore"" src=""/images/cflags/png/sg.png"" title=""Singapore""/></td>'",2020-11-05,www.zone-h.org/mirror/id/34287772,
,"datun.kejati-gorontalo.go.id/3...
							",Mr.Z,,M,,"b'<td><img alt=""Singapore"" src=""/images/cflags/png/sg.png"" title=""Singapore""/></td>'",2020-11-05,www.zone-h.org/mirror/id/34287771,
,"stip.kejati-gorontalo.go.id/30...
							",Mr.Z,,M,R,"b'<td><img alt=""Singapore"" src=""/images/cflags/png/sg.png"" title=""Singapore""/></td>'",2020-11-05,www.zone-h.org/mirror/id/34287770,
,"siyankum.kejati-gorontalo.go.i...
							",Mr.Z,,M,R,"b'<td><img alt=""Singapore"" src=""/images/cflags/png/sg.png"" title=""Singapore""/></td>'",2020-11-05,www.zone-h.org/mirror/id/34287769,
,"sitikus.kejati-gorontalo.go.id...
							",Mr.Z,,M,,"b'<td><img alt=""Singapore"" src=""/images/cflags/png/sg.png"" title=""Singapore""/></td>'",2020-11-05,www.zone-h.org/mirror/id/34287768,
,"sijago.kejati-gorontalo.go.id/...
							",Mr.Z,,M,,"b'<td><img alt=""Singapore"" src=""/images/cflags/png/sg.png"" title=""Singapore""/></td>'",2020-11-05,www.zone-h.org/mirror/id/34287767,
,"siaga.kejati-gorontalo.go.id/3...
							",Mr.Z,,M,R,"b'<td><img alt=""Singapore"" src=""/images/cflags/png/sg.png"" title=""Singapore""/></td>'",2020-11-05,www.zone-h.org/mirror/id/34287766,
,"pidum.kejati-gorontalo.go.id/3...
							",Mr.Z,,M,,"b'<td><img alt=""Singapore"" src=""/images/cflags/png/sg.png"" title=""Singapore""/></td>'",2020-11-05,www.zone-h.org/mirror/id/34287765,
,"pidsus.kejati-gorontalo.go.id/...
							",Mr.Z,,M,,"b'<td><img alt=""Singapore"" src=""/images/cflags/png/sg.png"" title=""Singapore""/></td>'",2020-11-05,www.zone-h.org/mirror/id/34287764,
,"e-lapbul.kejati-gorontalo.go.i...
							",Mr.Z,,M,,"b'<td><img alt=""Singapore"" src=""/images/cflags/png/sg.png"" title=""Singapore""/></td>'",2020-11-05,www.zone-h.org/mirror/id/34287763,
,"e-jaksa.kejati-gorontalo.go.id...
							",Mr.Z,,M,R,"b'<td><img alt=""Singapore"" src=""/images/cflags/png/sg.png"" title=""Singapore""/></td>'",2020-11-05,www.zone-h.org/mirror/id/34287762,
,"display.kejati-gorontalo.go.id...
							",Mr.Z,,M,,"b'<td><img alt=""Singapore"" src=""/images/cflags/png/sg.png"" title=""Singapore""/></td>'",2020-11-05,www.zone-h.org/mirror/id/34287761,
,"intel.kejati-gorontalo.go.id/3...
							",Mr.Z,,M,,"b'<td><img alt=""Singapore"" src=""/images/cflags/png/sg.png"" title=""Singapore""/></td>'",2020-11-05,www.zone-h.org/mirror/id/34287759,
,"www.jdih.pn-padangsidimpuan.go...
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/33007964,
,"www.jdih.pn-bandaaceh.go.id/uw...
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32916328,
,"www.jdih.pa-wonosobo.go.id/uwu...
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32916324,
,"www.jdih.pn-mungkid.go.id/uwu.txt
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32915345,
,"www.jdih.pn-blangkejeren.go.id...
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32915338,
,"www.jdih.pn-buntok.go.id/uwu.txt
							",Odiq,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32915324,
,"www.jdih.pta-malut.go.id/uwu.txt
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32915322,
,"arsip.pta-semarang.go.id/uwu.txt
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892698,
,"keupel.pta-semarang.go.id/uwu.txt
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892697,
,"monitoring.pta-semarang.go.id/...
							",Odiq,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-11-05,www.zone-h.org/mirror/id/32892695,
